31	57	11	43	25	41
11	25	11	11	25	9
26	90	26	90	90	90
39	25	35	27	25	25
22	54	22	54	54	54
9	5	9	7	5	5
29	61	29	61	93	93
26	26	26	26	58	58
9	41	9	41	41	41
9	13	9	15	29	29
59	103	59	93	103	91
9	41	9	9	41	9
15	13	15	13	13	13
4	28	4	28	28	28
13	13	13	13	29	29
19	83	19	83	83	83
26	26	26	26	26	26
25	25	25	41	41	65
17	17	17	17	17	17
18	50	18	50	50	50
47	47	47	23	45	45
11	11	11	21	19	43
52	32	52	30	34	38
30	30	30	22	46	30
11	13	11	15	13	13
11	7	19	21	7	19
19	7	19	15	7	15
18	12	18	12	12	8
3	7	3	3	7	3
7	5	5	5	5	5
40	28	40	68	28	76
17	15	31	29	21	29
17	13	17	21	21	37
14	22	14	6	22	6
43	51	39	59	47	45
20	14	20	32	14	14
35	55	43	79	69	61
5	15	5	5	15	5
9	9	9	9	11	11
11	11	11	11	11	11
111	123	51	13	45	13
12	12	12	28	12	28
23	15	23	7	31	7
11	11	11	11	11	11
51	61	51	39	61	45
15	15	15	19	15	19
11	11	11	11	11	11
10	10	10	10	10	10
24	24	24	40	24	40
11	15	11	19	15	21
21	61	21	45	61	37
19	15	19	7	15	9
67	111	67	83	115	85
28	28	28	28	28	28
12	12	12	28	12	28
9	7	9	7	7	7
25	15	25	25	15	27
1	1	1	1	1	1
27	11	27	27	11	27
11	11	11	21	19	51
10	10	10	26	10	26
53	21	53	85	21	85
5	7	5	5	7	7
5	13	5	5	13	5
9	7	9	7	7	7
15	15	15	21	15	21
5	7	5	5	7	5
3	3	3	3	3	3
10	10	10	26	10	26
6	14	6	14	14	14
5	19	5	13	19	15
10	10	10	10	10	10
10	10	10	26	10	10
11	27	11	27	27	27
17	15	23	29	15	59
15	9	15	13	9	9
19	5	19	15	5	13
7	7	7	7	7	7
12	12	12	28	12	28
1	3	1	1	3	3
1	1	1	1	1	1
9	9	9	9	9	9
5	5	5	13	5	13
10	10	10	10	10	10
25	17	25	21	17	21
30	54	30	14	54	14
47	43	27	13	21	13
25	25	25	17	25	17
26	30	26	14	30	14
9	5	9	9	5	9
21	9	21	13	9	13
30	18	30	12	12	12
26	30	30	14	30	14
10	6	10	18	6	18
18	6	18	10	6	10
9	5	9	9	5	9
56	38	56	26	36	26
10	6	10	6	6	6
7	7	7	5	5	5
24	36	24	12	36	12
10	6	10	10	6	10
21	45	21	21	45	21
16	26	16	30	26	26
57	19	57	19	19	19
19	5	19	5	5	5
26	30	26	14	30	14
22	42	22	14	42	14
27	11	27	11	11	7
3	3	3	3	3	3
10	10	10	10	10	10
4	4	4	4	4	4
16	56	16	40	56	40
10	30	10	30	30	30
66	50	66	50	50	50
2	2	2	2	2	2
8	16	8	16	16	16
28	12	28	12	12	12
32	32	32	16	32	16
32	48	32	48	48	48
26	26	26	26	26	26
16	32	16	16	32	16
10	10	10	18	10	18
16	16	16	16	16	16
8	24	8	16	24	16
46	46	46	82	46	82
8	16	8	4	16	4
14	14	14	14	14	14
0	0	0	0	0	0
17	25	17	25	25	25
8	8	8	8	8	8
15	31	15	23	31	23
34	18	34	18	18	18
8	8	8	8	8	8
16	8	16	16	8	16
24	24	24	16	24	16
2	2	2	2	2	2
14	30	14	54	30	54
32	16	32	16	16	16
8	16	8	24	16	24
2	2	2	2	2	2
7	7	7	7	15	7
24	4	24	8	12	8
1	1	1	1	1	1
5	5	5	5	5	5
13	3	13	9	3	3
5	5	5	5	5	5
10	6	10	14	6	14
1	1	1	1	1	1
5	5	5	5	5	3
6	10	6	6	18	6
3	3	3	7	3	11
8	4	8	8	4	8
3	3	3	3	3	3
21	29	21	21	29	21
30	30	30	6	46	6
27	17	27	15	17	13
5	7	5	5	7	3
41	19	41	25	19	25
9	9	9	9	7	7
26	26	26	18	26	18
10	26	10	18	26	18
6	6	6	6	6	6
19	23	99	107	23	43
17	9	17	13	9	13
15	7	15	7	7	7
31	23	31	25	17	25
2	2	2	2	2	2
4	4	4	8	4	8
15	7	15	7	7	15
21	33	21	17	33	17
39	23	39	31	23	31
23	7	23	15	7	15
0	0	0	0	0	0
32	32	48	24	48	24
24	16	24	16	4	4
16	32	8	4	28	4
16	16	12	12	12	12
48	48	48	48	48	48
0	0	0	0	0	0
48	32	48	32	32	32
48	32	48	32	32	32
16	24	16	32	32	36
24	24	24	24	24	24
7	7	7	7	7	9
22	24	22	14	36	26
24	12	24	8	12	8
5	13	5	5	25	15
11	11	11	5	11	7
3	5	3	3	5	3
5	7	5	5	7	7
16	36	16	12	36	12
7	27	7	7	29	17
4	12	4	4	12	4
9	13	9	13	25	27
16	12	16	24	12	24
18	24	18	22	44	58
11	9	11	9	9	9
7	9	7	11	9	11
6	6	6	6	6	6
1	1	1	1	1	1
15	7	15	23	7	15
8	4	8	8	4	8
4	4	8	8	4	8
8	4	8	8	4	8
10	6	14	14	6	10
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
0	0	0	0	0	0
8	20	8	44	20	44
17	17	17	17	17	17
31	31	31	31	31	31
15	15	15	47	15	47
13	21	13	21	29	21
7	7	7	15	7	15
5	13	5	13	29	13
72	76	64	124	72	124
7	15	7	7	15	7
25	29	17	13	25	13
30	94	30	50	94	50
7	15	7	7	15	7
7	15	7	15	31	15
37	45	37	21	61	21
27	15	27	23	23	23
24	44	24	60	44	60
7	15	7	15	31	15
19	51	19	35	51	35
6	2	6	6	2	6
10	22	10	6	22	6
10	10	10	4	10	6
17	29	17	23	29	25
23	55	23	31	79	47
21	45	21	29	45	29
16	48	16	16	48	16
4	4	4	8	4	8
10	10	10	4	10	6
8	30	8	10	100	38
6	10	6	4	10	4
3	5	3	5	9	11
24	44	24	20	44	20
7	7	7	15	15	23
23	25	21	13	25	13
13	13	13	21	13	21
8	10	8	4	10	6
6	6	6	10	6	10
7	7	7	15	7	15
5	5	5	5	5	5
0	0	0	0	0	0
19	33	15	11	21	11
13	17	13	21	25	25
6	6	6	6	6	6
16	16	16	16	16	16
16	16	16	32	16	32
36	20	36	20	20	20
16	4	16	4	4	4
34	34	34	58	34	58
8	4	8	8	4	8
18	18	18	18	18	18
4	4	4	4	4	4
34	18	34	18	18	18
4	4	4	4	4	4
32	16	32	16	16	16
2	2	2	2	2	2
8	8	8	16	8	16
28	16	28	16	16	16
8	8	8	8	8	8
4	4	4	4	4	4
26	30	26	22	30	22
16	16	16	16	8	8
4	4	4	4	4	4
26	26	26	26	26	26
14	22	14	14	22	14
10	6	10	10	6	10
4	4	4	4	4	4
8	16	8	16	16	16
42	42	42	46	42	46
8	4	8	4	4	4
14	14	14	14	14	14
4	4	4	4	4	4
0	0	0	0	0	0
1	1	1	1	1	1
8	4	8	4	4	8
13	29	13	13	29	13
2	2	2	2	2	2
19	35	23	11	43	23
4	8	4	8	8	8
16	8	16	16	8	16
8	8	8	16	8	16
4	4	4	4	4	4
14	26	14	30	26	30
8	8	8	8	8	8
4	4	4	4	4	4
2	2	2	2	2	2
13	11	13	13	11	15
13	13	13	13	13	13
15	7	15	15	7	15
5	3	5	5	3	3
14	14	14	14	14	14
6	6	6	14	6	14
41	17	41	17	17	17
1	7	1	1	7	3
1	1	1	1	1	1
3	3	3	3	3	3
7	11	7	15	11	15
5	9	5	5	5	5
3	3	3	3	3	3
6	22	6	22	22	14
6	14	6	14	14	14
1	3	1	1	3	3
6	6	6	6	6	6
6	6	6	14	6	6
7	15	7	15	15	15
5	3	5	7	3	3
11	5	11	9	5	5
11	3	11	5	3	3
5	5	5	5	5	5
8	8	8	16	8	16
5	19	5	13	19	15
1	1	1	1	1	1
5	5	5	13	5	13
3	7	3	7	7	7
6	6	6	14	6	14
14	12	14	10	12	10
29	13	29	93	13	61
65	65	65	65	41	41
0	0	0	0	0	0
13	13	13	13	13	13
13	11	13	13	11	15
37	51	37	73	51	75
13	11	13	13	11	13
11	11	11	11	11	11
4	16	4	16	16	16
4	4	4	4	4	4
25	25	25	25	25	25
26	26	26	26	26	26
25	25	25	25	25	25
0	0	0	0	0	0
29	13	29	13	13	13
16	16	8	32	16	32
17	33	17	33	33	33
7	15	7	7	15	15
7	15	7	15	15	15
13	13	13	13	13	13
39	39	39	51	39	51
7	15	7	7	15	7
9	9	9	9	9	9
8	24	8	32	24	32
7	15	7	15	15	23
7	15	7	7	15	15
67	47	175	163	47	75
35	11	35	35	27	19
13	29	13	13	29	13
15	7	15	7	7	7
13	13	13	13	13	13
13	13	13	13	13	13
8	8	8	8	8	8
7	15	7	15	15	15
13	29	13	13	29	13
9	9	9	5	9	5
0	0	0	0	0	0
43	43	59	59	43	43
5	9	5	9	9	9
83	67	51	35	19	19
5	9	5	9	9	9
49	57	73	129	49	81
9	9	9	9	9	9
33	25	33	25	17	17
4	12	4	12	12	12
0	0	0	0	0	0
5	9	5	9	9	9
25	9	25	25	9	25
9	17	9	17	17	17
2	2	2	2	2	2
9	17	9	17	17	17
17	9	17	9	9	9
0	0	0	0	0	0
15	15	15	15	15	15
18	16	18	12	16	20
3	7	3	3	7	3
7	5	5	5	5	5
40	36	40	28	36	28
12	12	12	20	12	20
17	21	17	21	21	21
30	30	30	22	34	22
1	1	1	1	1	1
14	14	14	14	14	14
1	1	1	1	1	1
2	2	2	2	2	2
33	13	33	13	13	13
3	3	3	3	3	3
14	14	14	14	14	14
0	0	0	0	0	0
0	0	0	0	0	0
5	9	5	9	9	9
5	9	5	9	9	9
8	8	8	8	8	8
5	9	5	9	9	9
4	4	4	4	4	4
16	8	16	8	8	8
6	6	6	14	6	14
22	50	30	86	50	86
6	6	6	6	6	6
10	10	10	10	10	10
32	32	32	32	32	32
26	26	26	26	26	26
8	20	4	8	20	12
6	14	6	26	14	26
32	16	32	16	16	16
4	8	8	16	8	16
2	2	2	2	2	2
23	47	23	15	47	15
73	41	109	141	45	53
5	5	5	5	5	5
57	25	57	41	25	25
2	2	2	2	2	2
13	29	13	13	29	13
14	6	14	14	6	14
41	57	41	25	57	25
16	8	16	8	8	8
9	7	9	9	7	7
5	11	5	5	15	15
10	12	10	14	12	18
1	5	1	1	5	1
5	7	5	5	7	7
8	12	8	32	12	32
3	5	3	3	5	9
7	7	7	15	7	15
7	15	7	7	15	7
4	12	4	4	12	4
7	7	7	3	11	5
10	6	10	10	6	10
3	5	3	3	5	5
13	33	13	41	33	41
4	4	4	4	4	4
6	22	6	22	22	22
15	17	15	9	21	19
5	13	5	5	13	5
10	6	10	14	4	14
1	1	1	1	1	1
5	5	5	5	3	3
0	0	0	0	0	0
4	4	4	4	4	4
1	1	1	1	1	1
7	15	7	7	15	7
21	9	21	9	9	9
7	7	7	15	7	15
1	1	1	1	1	1
18	14	18	26	6	24
7	15	7	15	15	15
4	4	4	4	4	4
7	7	7	3	7	3
8	4	8	4	4	4
7	15	7	7	15	7
5	9	5	9	9	9
8	8	8	4	8	4
4	4	4	4	4	4
15	7	15	9	7	9
13	5	13	5	5	5
1	3	1	1	3	1
3	3	3	3	3	3
6	22	6	22	22	22
8	16	8	16	16	16
2	2	2	2	2	2
5	11	5	13	15	15
7	15	7	15	15	15
11	13	11	9	13	5
11	7	11	9	7	7
5	7	5	5	7	5
8	8	8	16	8	16
5	11	5	13	23	15
0	0	0	0	0	0
5	13	5	13	13	13
3	3	3	7	3	7
6	14	6	14	14	14
14	12	14	6	12	6
3	5	3	3	3	3
5	5	9	11	9	11
12	36	12	28	40	28
54	78	54	82	98	130
8	4	8	8	8	8
13	7	13	5	7	7
24	16	24	54	26	54
11	7	11	15	15	15
26	14	28	32	20	64
29	41	27	39	53	47
18	10	18	18	10	14
13	13	13	7	13	7
16	16	16	44	16	44
22	24	22	26	24	30
0	0	0	0	0	0
23	15	23	19	15	19
20	20	20	26	20	26
26	10	26	18	6	18
19	19	19	15	19	15
3	5	3	3	3	3
6	22	6	2	22	2
16	44	16	12	44	12
1	1	1	1	1	1
1	1	1	1	1	1
15	7	15	7	7	7
5	5	5	5	5	5
1	1	1	1	1	1
10	6	10	8	6	8
5	5	5	3	5	3
7	3	7	7	3	7
3	5	3	3	5	3
8	4	8	4	4	4
5	17	5	5	17	5
1	1	1	1	1	1
7	7	7	7	7	7
4	8	4	4	8	4
6	2	6	6	2	6
10	12	10	6	12	6
12	12	12	12	16	16
22	26	22	26	30	30
6	10	6	10	14	14
3	5	3	3	5	5
31	23	31	25	17	25
8	8	8	18	18	18
11	19	11	19	27	27
9	7	9	7	7	7
13	7	7	7	7	7
5	3	5	5	3	3
3	3	3	3	3	3
8	8	12	12	12	12
5	7	5	5	7	7
0	0	0	0	0	0
9	9	9	9	9	9
5	5	5	5	5	5
10	10	10	10	6	6
5	5	5	5	5	5
12	60	12	60	60	60
0	0	0	0	0	0
8	12	8	12	12	16
14	38	14	22	38	22
0	0	0	0	0	0
30	42	34	18	42	22
10	54	10	30	54	38
22	6	22	22	6	22
14	22	14	14	22	14
14	6	14	14	6	14
12	8	12	36	8	36
0	0	0	0	0	0
2	22	2	14	22	14
0	0	0	0	0	0
20	12	20	12	12	12
0	0	0	0	0	0
0	0	0	0	0	0
8	8	8	24	8	24
8	24	8	24	24	24
8	16	8	16	16	16
1	1	1	1	1	1
2	2	2	2	2	2
2	2	2	2	2	2
4	8	4	8	8	8
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
5	5	5	21	5	21
7	15	7	7	15	7
7	7	7	7	7	7
3	7	3	7	11	9
8	4	8	4	4	8
7	9	11	11	9	17
7	15	7	7	15	7
4	4	4	4	4	4
0	0	0	0	0	0
36	52	36	12	52	12
41	25	41	29	25	29
0	0	0	0	0	0
4	4	4	8	4	4
11	19	11	11	19	11
11	27	11	43	59	59
15	23	15	47	23	47
7	7	7	15	7	15
7	15	7	15	31	31
17	9	17	17	9	17
2	2	2	2	2	2
1	1	1	1	1	1
1	1	1	1	1	1
2	2	2	2	2	2
27	31	27	47	19	47
13	13	13	13	13	13
23	13	21	25	13	21
4	8	4	8	8	8
13	29	13	29	29	29
14	10	14	10	10	10
6	14	6	6	14	6
7	7	7	9	7	7
8	8	8	16	8	16
7	7	7	7	3	7
14	6	14	6	6	6
8	8	8	16	8	16
9	9	9	5	21	15
1	1	1	1	1	1
13	13	13	5	13	5
3	3	3	7	3	7
14	14	14	6	14	6
5	5	13	9	5	5
14	18	14	30	18	30
0	0	0	0	0	0
16	8	16	8	8	8
4	4	4	4	4	4
2	2	2	2	2	2
16	16	16	48	16	48
13	21	13	21	21	21
6	14	6	14	14	14
6	6	6	6	6	6
0	0	0	0	0	0
7	7	7	7	7	7
0	0	0	0	0	0
7	31	7	7	31	7
6	2	6	6	2	6
10	6	10	22	6	22
6	22	6	6	22	6
